key.0;value.pv;value.sessions
05/07/2017;155;5
06/07/2017;262;7
07/07/2017;321;15
09/07/2017;95;3
10/07/2017;49;3
11/07/2017;1;1
12/07/2017;8;1
13/07/2017;2;1
14/07/2017;2;1
17/07/2017;7;1
19/07/2017;17;3
20/07/2017;14;2
23/07/2017;115;2
24/07/2017;2;1
26/07/2017;82;2
28/07/2017;2;1
29/07/2017;1;1
30/07/2017;47;3
31/07/2017;8;1
02/08/2017;9;1
09/08/2017;1;1
11/08/2017;6;1
12/08/2017;11;1
15/08/2017;11;1
16/08/2017;101;3
17/08/2017;61;10
18/08/2017;15;4
