key.0;value.pv;value.sessions
08/08/2017;10;2
09/08/2017;1;1
10/08/2017;24;3
11/08/2017;113;7
12/08/2017;30;5
13/08/2017;35;4
14/08/2017;156;10
15/08/2017;2;1
16/08/2017;82;11
17/08/2017;310;17
18/08/2017;275;19
19/08/2017;106;8
