livesync_dbname	created_at_first_day	name_en	blank_description	qtylistings	qtylistingswithliquidity	perlistingswithliquidity
carspt	2017-09-28	Cars	false	761	257	0.3377135348226018396
carspt	2017-06-01	Cars	true	236	37	0.1567796610169491525
carspt	2017-06-02	Cars	true	162	44	0.2716049382716049382
carspt	2017-06-03	Cars	true	114	32	0.2807017543859649122
carspt	2017-06-04	Cars	true	114	22	0.1929824561403508771
carspt	2017-06-05	Cars	true	131	39	0.2977099236641221374
carspt	2017-06-06	Cars	true	206	42	0.2038834951456310679
carspt	2017-06-07	Cars	true	168	33	0.1964285714285714285
carspt	2017-06-08	Cars	true	144	36	0.2500000000000000000
carspt	2017-06-09	Cars	true	144	34	0.2361111111111111111
carspt	2017-06-10	Cars	true	134	35	0.2611940298507462686
carspt	2017-06-11	Cars	true	70	13	0.1857142857142857142
carspt	2017-06-12	Cars	true	154	37	0.2402597402597402597
carspt	2017-06-13	Cars	true	135	41	0.3037037037037037037
carspt	2017-06-14	Cars	true	127	29	0.2283464566929133858
carspt	2017-06-15	Cars	true	87	20	0.2298850574712643678
carspt	2017-06-16	Cars	true	133	38	0.2857142857142857142
carspt	2017-06-17	Cars	true	81	24	0.2962962962962962962
carspt	2017-06-18	Cars	true	39	10	0.2564102564102564102
carspt	2017-06-19	Cars	true	107	29	0.2710280373831775700
carspt	2017-06-20	Cars	true	142	38	0.2676056338028169014
carspt	2017-06-21	Cars	true	174	42	0.2413793103448275862
carspt	2017-06-22	Cars	true	159	49	0.3081761006289308176
carspt	2017-06-23	Cars	true	120	34	0.2833333333333333333
carspt	2017-06-24	Cars	true	98	28	0.2857142857142857142
carspt	2017-06-25	Cars	true	64	17	0.2656250000000000000
carspt	2017-06-26	Cars	true	120	32	0.2666666666666666666
carspt	2017-06-27	Cars	true	138	25	0.1811594202898550724
carspt	2017-06-28	Cars	true	106	21	0.1981132075471698113
carspt	2017-06-29	Cars	true	120	33	0.2750000000000000000
carspt	2017-06-30	Cars	true	124	41	0.3306451612903225806
carspt	2017-07-01	Cars	true	98	41	0.4183673469387755102
carspt	2017-07-02	Cars	true	113	22	0.1946902654867256637
carspt	2017-07-03	Cars	true	114	26	0.2280701754385964912
carspt	2017-07-04	Cars	true	125	33	0.2640000000000000000
carspt	2017-07-05	Cars	true	126	41	0.3253968253968253968
carspt	2017-07-06	Cars	true	113	32	0.2831858407079646017
carspt	2017-07-07	Cars	true	151	49	0.3245033112582781456
carspt	2017-07-08	Cars	true	88	30	0.3409090909090909090
carspt	2017-07-09	Cars	true	50	15	0.3000000000000000000
carspt	2017-07-10	Cars	true	261	41	0.1570881226053639846
carspt	2017-07-11	Cars	true	109	17	0.1559633027522935779
carspt	2017-07-12	Cars	true	132	37	0.2803030303030303030
carspt	2017-07-13	Cars	true	119	33	0.2773109243697478991
carspt	2017-07-14	Cars	true	155	46	0.2967741935483870967
carspt	2017-07-15	Cars	true	147	49	0.3333333333333333333
carspt	2017-07-16	Cars	true	71	16	0.2253521126760563380
carspt	2017-07-17	Cars	true	104	29	0.2788461538461538461
carspt	2017-07-18	Cars	true	162	43	0.2654320987654320987
carspt	2017-07-19	Cars	true	160	30	0.1875000000000000000
carspt	2017-07-20	Cars	true	104	38	0.3653846153846153846
carspt	2017-07-21	Cars	true	147	34	0.2312925170068027210
carspt	2017-07-22	Cars	true	90	28	0.3111111111111111111
carspt	2017-07-23	Cars	true	83	24	0.2891566265060240963
carspt	2017-07-24	Cars	true	122	41	0.3360655737704918032
carspt	2017-07-25	Cars	true	158	48	0.3037974683544303797
carspt	2017-07-26	Cars	true	123	34	0.2764227642276422764
carspt	2017-07-27	Cars	true	115	36	0.3130434782608695652
carspt	2017-07-28	Cars	true	124	43	0.3467741935483870967
carspt	2017-07-29	Cars	true	112	30	0.2678571428571428571
carspt	2017-07-30	Cars	true	90	22	0.2444444444444444444
carspt	2017-07-31	Cars	true	131	44	0.3358778625954198473
carspt	2017-08-01	Cars	true	145	47	0.3241379310344827586
carspt	2017-08-02	Cars	true	132	37	0.2803030303030303030
carspt	2017-08-03	Cars	true	116	34	0.2931034482758620689
carspt	2017-08-04	Cars	true	227	48	0.2114537444933920704
carspt	2017-08-05	Cars	true	92	25	0.2717391304347826086
carspt	2017-08-06	Cars	true	44	14	0.3181818181818181818
carspt	2017-08-07	Cars	true	122	31	0.2540983606557377049
carspt	2017-08-08	Cars	true	163	37	0.2269938650306748466
carspt	2017-08-09	Cars	true	147	41	0.2789115646258503401
carspt	2017-08-10	Cars	true	160	48	0.3000000000000000000
carspt	2017-08-11	Cars	true	117	32	0.2735042735042735042
carspt	2017-08-12	Cars	true	87	22	0.2528735632183908045
carspt	2017-08-13	Cars	true	43	7	0.1627906976744186046
